City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Ostrovnoy,68.0531,39.5131,57.6,53,27,8.21,RU,2022-06-11 18:27:29
293,Ondjiva,-17.0667,15.7333,63.7,37,0,5.5,AO,2022-06-11 18:27:30
294,Olafsvik,64.8945,-23.7142,47.03,78,100,5.88,IS,2022-06-11 18:27:30
295,Tilichiki,60.4667,166.1,40.33,85,100,2.86,RU,2022-06-11 18:27:31
296,Sao Joao Dos Patos,-6.495,-43.7022,83.84,57,79,7.78,BR,2022-06-11 18:27:32
297,Khandyga,62.6667,135.6,48.09,81,44,3.87,RU,2022-06-11 18:27:32
298,Zalantun,48.0,122.7167,60.19,59,89,2.55,CN,2022-06-11 18:27:32
299,Riyadh,24.6877,46.7219,96.94,10,0,11.23,SA,2022-06-11 18:25:25
300,Sola,-13.8833,167.55,80.49,74,88,6.55,VU,2022-06-11 18:27:33
301,Poso,-1.3959,120.7524,76.69,88,98,3.65,ID,2022-06-11 18:27:33
302,Sobolevo,54.4299,31.8996,64.27,90,67,4.09,RU,2022-06-11 18:27:33
303,Fare,-16.7,-151.0167,79.7,76,18,18.14,PF,2022-06-11 18:27:34
304,Kruisfontein,-34.0033,24.7314,62.89,24,50,8.57,ZA,2022-06-11 18:27:34
305,Sitka,57.0531,-135.33,51.69,82,100,8.05,US,2022-06-11 18:27:34
306,Mount Gambier,-37.8333,140.7667,50.76,79,100,10.31,AU,2022-06-11 18:27:35
307,Marzuq,14.4,46.4667,84.65,34,68,5.95,YE,2022-06-11 18:27:35
308,Fez,34.0372,-4.9998,98.85,36,75,18.41,MA,2022-06-11 18:27:35
309,Ngunguru,-35.6167,174.5,58.68,83,59,16.93,NZ,2022-06-11 18:27:36
310,Port Elizabeth,-33.918,25.5701,65.1,59,36,3.44,ZA,2022-06-11 18:23:59
311,Bengkulu,-3.8004,102.2655,75.04,91,100,6.49,ID,2022-06-11 18:27:37
312,Pandan,14.0453,124.1694,78.89,87,51,6.06,PH,2022-06-11 18:27:37
313,Ahuimanu,21.4447,-157.8378,80.37,69,40,13.8,US,2022-06-11 18:27:37
314,Half Moon Bay,37.4636,-122.4286,92.53,68,0,17.27,US,2022-06-11 18:27:38
315,Vanimo,-2.6741,141.3028,76.69,90,47,3.62,PG,2022-06-11 18:27:38
316,Ulaangom,49.9811,92.0667,62.15,30,8,3.11,MN,2022-06-11 18:27:39
317,Inirida,3.8653,-67.9239,83.16,85,97,3.38,CO,2022-06-11 18:27:39
318,Iqaluit,63.7506,-68.5145,51.53,50,75,11.5,CA,2022-06-11 18:27:40
319,Barabinsk,55.3571,78.357,61.68,73,35,8.63,RU,2022-06-11 18:28:40
320,Pitea,65.3172,21.4794,55.49,75,92,12.03,SE,2022-06-11 18:28:40
321,Port Augusta,-32.5,137.7667,48.92,88,1,5.5,AU,2022-06-11 18:28:41
322,Rabo De Peixe,37.8,-25.5833,67.28,82,75,12.66,PT,2022-06-11 18:28:41
323,Trat,12.5,102.5,82.9,88,95,1.01,TH,2022-06-11 18:28:41
324,Palmer,42.1584,-72.3287,77.14,47,75,0.0,US,2022-06-11 18:28:42
325,Aliwal North,-30.6937,26.7114,49.03,43,0,6.6,ZA,2022-06-11 18:28:42
326,Lamu,-2.2717,40.902,75.42,82,37,16.4,KE,2022-06-11 18:28:42
327,Postoloprty,50.3598,13.7029,75.49,58,57,3.8,CZ,2022-06-11 18:28:43
328,Jackson,42.4165,-122.8345,73.27,60,75,9.22,US,2022-06-11 18:28:43
329,Prince George,53.9166,-122.753,63.63,59,0,9.22,CA,2022-06-11 18:28:43
330,Visby,57.6409,18.296,68.22,52,2,11.5,SE,2022-06-11 18:25:09
331,Vila,42.0304,-8.1588,75.7,61,30,4.41,PT,2022-06-11 18:26:07
332,Inhambane,-23.865,35.3833,71.58,83,40,3.44,MZ,2022-06-11 18:28:44
333,Vaxjo,56.8777,14.8091,68.05,42,37,8.05,SE,2022-06-11 18:28:45
334,Puerto Del Rosario,28.5004,-13.8627,76.75,65,20,20.71,ES,2022-06-11 18:28:45
335,Mehamn,71.0357,27.8492,46.31,76,100,10.2,NO,2022-06-11 18:27:36
336,Mayo,38.8876,-76.5119,71.71,84,100,4.61,US,2022-06-11 18:25:35
337,Oussouye,12.485,-16.5469,86.18,62,100,10.98,SN,2022-06-11 18:28:46
338,Nova Olimpia,-14.7972,-57.2881,72.37,63,98,7.56,BR,2022-06-11 18:28:46
339,Southbridge,42.0751,-72.0334,78.12,58,99,8.93,US,2022-06-11 18:28:46
340,Mamlyutka,54.9375,68.5394,56.59,85,48,7.99,KZ,2022-06-11 18:28:47
341,Bacolod,10.6667,122.95,78.93,83,95,0.72,PH,2022-06-11 18:28:47
342,Rio Gallegos,-51.6226,-69.2181,51.85,50,0,11.5,AR,2022-06-11 18:28:47
343,Kieta,-6.2167,155.6333,78.26,83,19,4.03,PG,2022-06-11 18:28:48
344,Villazon,-22.0866,-65.5942,51.26,12,0,2.66,BO,2022-06-11 18:28:48
345,Biak,-0.9131,122.8766,76.35,85,73,0.43,ID,2022-06-11 18:28:48
346,Dashitou,43.3067,128.5114,49.33,95,6,3.74,CN,2022-06-11 18:28:49
347,Manggar,-2.8833,108.2667,80.89,76,100,1.48,ID,2022-06-11 18:28:49
348,Ixtapa,20.7,-105.2,83.43,74,20,9.22,MX,2022-06-11 18:28:50
349,Batagay,67.6333,134.6333,53.29,44,6,2.62,RU,2022-06-11 18:28:50
350,Kahului,20.8947,-156.47,80.62,67,20,16.11,US,2022-06-11 18:28:50
351,Krasnaya Gora,52.9995,31.6023,63.01,95,58,6.06,RU,2022-06-11 18:28:51
352,Monrovia,6.3005,-10.7969,79.43,81,98,8.75,LR,2022-06-11 18:28:04
353,Sinnamary,5.3833,-52.95,82.78,71,53,9.24,GF,2022-06-11 18:28:11
354,Kisangani,0.5167,25.2,75.24,81,79,2.95,CD,2022-06-11 18:28:51
355,Masindi,1.6744,31.715,67.71,87,94,3.49,UG,2022-06-11 18:28:52
356,Erice,38.037,12.5865,66.67,83,20,12.66,IT,2022-06-11 18:28:52
357,Marsh Harbour,26.5412,-77.0636,83.08,70,48,13.06,BS,2022-06-11 18:28:52
358,Leonidovo,49.2833,142.8667,42.48,99,100,0.47,RU,2022-06-11 18:28:53
359,Cockburn Town,21.4612,-71.1419,85.96,62,40,14.97,TC,2022-06-11 18:28:53
360,Umtata,-31.5889,28.7844,52.36,66,0,2.3,ZA,2022-06-11 18:28:53
361,Ravar,31.2656,56.8055,86.09,13,0,8.93,IR,2022-06-11 18:28:54
362,Wenling,28.3669,121.36,67.77,93,99,4.21,CN,2022-06-11 18:28:54
363,Gobabis,-22.45,18.9667,55.72,38,0,13.15,NA,2022-06-11 18:29:55
364,Muros,42.7762,-9.0603,77.68,74,34,16.75,ES,2022-06-11 18:29:55
365,Smithers,54.7804,-127.1743,57.52,47,75,9.22,CA,2022-06-11 18:29:56
366,Port Blair,11.6667,92.75,80.64,89,40,4.61,IN,2022-06-11 18:29:56
367,Gat,31.61,34.7642,89.4,30,0,7.07,IL,2022-06-11 18:29:56
368,Nanyang,32.9947,112.5328,77.88,61,100,3.65,CN,2022-06-11 18:29:57
369,Muroto,33.2833,134.15,69.37,76,99,5.75,JP,2022-06-11 18:29:57
370,Pisco,-13.7,-76.2167,64.45,82,20,6.91,PE,2022-06-11 18:29:58
371,Hami,42.8,93.45,76.64,9,0,4.92,CN,2022-06-11 18:29:58
372,Constitucion,-35.3333,-72.4167,60.03,45,5,2.06,CL,2022-06-11 18:29:58
373,Coihaique,-45.5752,-72.0662,38.01,80,0,3.44,CL,2022-06-11 18:25:59
374,Saint-Augustin,51.226,-58.6502,61.21,71,99,18.21,CA,2022-06-11 18:29:59
375,Sesheke,-17.4759,24.2968,59.7,41,1,6.22,ZM,2022-06-11 18:29:59
376,Yerbogachen,61.2767,108.0108,45.16,65,45,1.32,RU,2022-06-11 18:29:59
377,Vao,-22.6667,167.4833,71.87,84,95,7.63,NC,2022-06-11 18:30:00
378,Nouakchott,18.0858,-15.9785,82.33,62,0,13.62,MR,2022-06-11 18:25:13
379,Ancud,-41.8697,-73.8203,50.4,76,100,8.55,CL,2022-06-11 18:30:00
380,Donegal,54.65,-8.1167,55.45,86,64,16.04,IE,2022-06-11 18:30:01
381,Tabuk,17.4189,121.4443,75.15,90,97,2.53,PH,2022-06-11 18:30:02
382,Mattru,7.6244,-11.8332,76.6,92,100,3.71,SL,2022-06-11 18:30:02
383,Kloulklubed,7.0419,134.2556,75.7,72,4,7.2,PW,2022-06-11 18:30:06
384,Luangwa,-15.6167,30.4167,61.72,57,0,2.39,ZM,2022-06-11 18:30:06
385,Tatawin,32.9297,10.4518,77.63,36,0,8.52,TN,2022-06-11 18:30:06
386,Roblin,51.23,-101.3565,66.52,64,98,5.59,CA,2022-06-11 18:29:14
387,Mindelo,16.8901,-24.9804,80.15,61,20,16.11,CV,2022-06-11 18:30:07
388,Whitehorse,60.7161,-135.0538,58.1,42,75,5.75,CA,2022-06-11 18:28:09
389,Coquimbo,-29.9533,-71.3436,55.13,76,20,6.91,CL,2022-06-11 18:28:44
390,Batetskiy,58.6461,30.3027,64.44,73,100,4.27,RU,2022-06-11 18:30:07
391,Penzance,50.1186,-5.5371,61.48,82,93,14.76,GB,2022-06-11 18:30:08
392,Hastings,50.8552,0.5729,67.89,82,81,14.09,GB,2022-06-11 18:30:08
393,Antofagasta,-23.65,-70.4,67.21,53,25,7.94,CL,2022-06-11 18:29:28
394,Tigil,57.8,158.6667,43.59,76,100,13.82,RU,2022-06-11 18:30:09
395,Edd,13.9297,41.6925,89.02,67,79,1.99,ER,2022-06-11 18:30:09
396,Maldonado,-34.6667,-54.9167,51.19,69,74,18.01,UY,2022-06-11 18:30:09
397,Porto Velho,-8.7619,-63.9039,73.45,78,75,8.05,BR,2022-06-11 18:27:17
398,Muli,2.9167,73.5667,82.89,75,100,10.8,MV,2022-06-11 18:30:10
399,Seddon,-37.8068,144.8916,51.62,87,75,17.27,AU,2022-06-11 18:30:10
400,Santa Fe,-31.6333,-60.7,62.98,28,0,3.0,AR,2022-06-11 18:30:11
401,Camacha,33.0833,-16.3333,65.62,77,40,13.8,PT,2022-06-11 18:30:11
402,Bahia Honda,22.9036,-83.1592,83.23,70,32,1.41,CU,2022-06-11 18:30:11
403,Tynda,55.1667,124.7167,52.32,66,0,1.21,RU,2022-06-11 18:30:12
404,Salta,-24.7859,-65.4117,52.39,88,75,11.5,AR,2022-06-11 18:30:12
405,Westport,41.1415,-73.3579,77.38,53,20,5.75,US,2022-06-11 18:31:12
406,Sangerhausen,51.4667,11.3,74.77,77,32,2.89,DE,2022-06-11 18:31:13
407,Brezno,48.8043,19.6363,65.35,89,0,5.28,SK,2022-06-11 18:31:13
408,Alice Springs,-23.7,133.8833,47.75,76,100,0.0,AU,2022-06-11 18:29:04
409,Huanren,41.2647,125.3667,56.21,97,100,1.88,CN,2022-06-11 18:31:13
410,Liberal,37.0431,-100.921,94.24,43,0,5.75,US,2022-06-11 18:31:14
411,Benghazi,32.1167,20.0667,74.03,76,0,15.9,LY,2022-06-11 18:31:14
412,Banda Aceh,5.5577,95.3222,79.84,77,100,9.57,ID,2022-06-11 18:31:15
413,Touros,-5.1989,-35.4608,82.31,70,65,7.81,BR,2022-06-11 18:31:10
414,Sagua La Grande,22.8067,-80.0756,90.59,52,13,2.33,CU,2022-06-11 18:31:15
415,Gwadar,25.1216,62.3254,83.57,79,88,12.06,PK,2022-06-11 18:31:15
416,Aklavik,68.2191,-135.0107,37.4,87,100,11.5,CA,2022-06-11 18:27:52
417,Amboise,47.4125,0.9827,79.34,58,0,5.75,FR,2022-06-11 18:31:16
418,Guanica,17.9716,-66.908,83.05,76,18,20.04,PR,2022-06-11 18:31:16
419,Langenburg,49.2544,9.8458,75.72,43,0,6.91,DE,2022-06-11 18:31:17
420,Santa Fe Do Sul,-20.2111,-50.9258,73.51,50,100,7.56,BR,2022-06-11 18:31:17
421,Surt,31.2089,16.5887,73.65,75,0,13.35,LY,2022-06-11 18:31:17
422,Vangaindrano,-23.35,47.6,66.54,89,20,4.25,MG,2022-06-11 18:31:18
423,Husavik,66.0449,-17.3389,43.77,98,100,7.81,IS,2022-06-11 18:31:18
424,Samana,19.2056,-69.3369,91.62,62,40,6.91,DO,2022-06-11 18:31:18
425,Cochabamba,-17.3895,-66.1568,69.55,23,20,3.44,BO,2022-06-11 18:31:19
426,Magadan,59.5667,150.8,36.54,98,100,3.53,RU,2022-06-11 18:31:12
427,Bilibino,68.0546,166.4372,56.89,33,22,6.64,RU,2022-06-11 18:31:19
428,Gizo,-8.103,156.8419,80.89,75,1,5.01,SB,2022-06-11 18:31:20
429,Gilgit,35.9221,74.3087,71.53,54,100,1.88,PK,2022-06-11 18:31:20
430,Nakamura,32.9833,132.9333,63.07,97,59,4.05,JP,2022-06-11 18:31:20
431,Garissa,-0.4536,39.6401,78.51,68,16,21.23,KE,2022-06-11 18:31:21
432,Glendive,47.1053,-104.7125,80.76,38,0,9.22,US,2022-06-11 18:31:21
433,Changping,40.2186,116.2197,65.84,97,100,2.73,CN,2022-06-11 18:30:38
434,Bumba,2.1833,22.4667,73.99,89,94,0.11,CD,2022-06-11 18:31:22
435,Wembley,-31.9333,115.8,62.1,97,75,6.91,AU,2022-06-11 18:31:22
436,Deputatskiy,69.3,139.9,50.9,66,4,3.38,RU,2022-06-11 18:31:22
437,Esperance,-33.8667,121.9,57.65,75,77,16.51,AU,2022-06-11 18:31:23
438,Nevsehir,38.9167,34.6667,76.21,34,20,6.91,TR,2022-06-11 18:31:23
439,Mabaruma,8.2,-59.7833,84.2,84,75,6.91,GY,2022-06-11 18:31:23
440,Nelson Bay,-32.7167,152.15,51.1,61,0,3.0,AU,2022-06-11 18:31:24
441,Adelaide,-34.9333,138.6,54.32,71,75,14.97,AU,2022-06-11 18:30:02
442,Saint-Joseph,-21.3667,55.6167,66.58,78,24,12.91,RE,2022-06-11 18:31:24
443,Khor,47.8861,134.9464,49.39,89,10,4.47,RU,2022-06-11 18:31:25
444,Richards Bay,-28.783,32.0377,66.78,81,0,13.47,ZA,2022-06-11 18:31:14
445,Yumen,40.2833,97.2,63.19,11,0,5.46,CN,2022-06-11 18:31:25
446,Alta Floresta,-9.8756,-56.0861,82.22,61,40,6.91,BR,2022-06-11 18:30:09
447,Swan Hill,-35.3378,143.5544,51.1,62,100,14.12,AU,2022-06-11 18:31:26
448,Tuatapere,-46.1333,167.6833,35.17,94,100,4.38,NZ,2022-06-11 18:30:47
449,Bereda,43.2686,-7.5406,64.42,94,100,7.58,ES,2022-06-11 18:31:26
450,Tyulyachi,55.8913,50.2399,49.1,92,2,7.14,RU,2022-06-11 18:31:26
451,Hofn,64.2539,-15.2082,51.04,77,100,4.97,IS,2022-06-11 18:31:27
452,Korla,41.7597,86.1469,81.27,22,97,12.3,CN,2022-06-11 18:31:27
453,Belmonte,-15.8631,-38.8828,78.96,74,100,9.89,BR,2022-06-11 18:31:27
454,Zlocieniec,53.5329,16.0113,62.08,90,56,5.93,PL,2022-06-11 18:32:28
455,Tombouctou,20.0,-3.0,99.99,7,0,6.91,ML,2022-06-11 18:32:28
456,Jian,27.1172,114.9793,70.56,95,100,2.26,CN,2022-06-11 18:32:29
457,Saint-Francois,46.4154,3.9054,81.84,39,0,4.61,FR,2022-06-11 18:32:29
458,Magdalena,14.1999,121.429,82.35,93,99,0.98,PH,2022-06-11 18:32:29
459,Leshukonskoye,64.8989,45.7622,44.82,71,5,3.67,RU,2022-06-11 18:32:30
460,Asau,46.4333,26.4,63.52,100,100,5.21,RO,2022-06-11 18:32:30
461,Belaya Gora,68.5333,146.4167,57.69,59,2,0.76,RU,2022-06-11 18:32:30
462,Boddam,57.4667,-1.7833,61.18,74,23,16.84,GB,2022-06-11 18:32:31
463,Malanje,-9.5402,16.341,62.62,40,0,3.62,AO,2022-06-11 18:32:31
464,Sovetskiy,61.3614,63.5842,54.48,90,100,5.46,RU,2022-06-11 18:32:31
465,Havre-Saint-Pierre,50.2334,-63.5986,57.56,77,75,28.77,CA,2022-06-11 18:32:32
466,Whitianga,-36.8333,175.7,58.57,85,100,18.77,NZ,2022-06-11 18:32:32
467,Nemuro,43.3236,145.575,48.34,99,100,10.13,JP,2022-06-11 18:32:33
468,Dutlwe,-23.9833,23.9,55.76,31,0,6.33,BW,2022-06-11 18:32:33
469,Baracoa,20.3467,-74.4958,86.85,65,100,7.18,CU,2022-06-11 18:32:33
470,Zhuanghe,39.7008,122.9911,63.05,79,100,1.61,CN,2022-06-11 18:32:34
471,Lompoc,34.6391,-120.4579,94.69,60,0,10.36,US,2022-06-11 18:32:34
472,San Francisco,37.7749,-122.4194,91.31,68,20,17.27,US,2022-06-11 18:29:26
473,Bernissart,50.4746,3.6496,71.69,52,99,9.22,BE,2022-06-11 18:32:35
474,Kartuzy,54.3342,18.1974,68.77,68,0,4.61,PL,2022-06-11 18:32:35
475,Bairiki,1.3292,172.9752,80.6,78,40,9.22,KI,2022-06-11 18:32:35
476,Mangaluru,12.8667,74.8833,74.26,94,100,0.0,IN,2022-06-11 18:32:35
477,Bismarck,46.8083,-100.7837,81.64,36,0,10.36,US,2022-06-11 18:32:36
478,Naze,28.3667,129.4833,72.52,88,100,9.17,JP,2022-06-11 18:32:36
479,Kamaishi,39.2667,141.8833,60.1,98,100,4.54,JP,2022-06-11 18:32:37
480,Murgab,37.4966,61.9714,84.07,39,100,6.91,TM,2022-06-11 18:32:37
481,Qaqortoq,60.7167,-46.0333,46.62,59,100,1.41,GL,2022-06-11 18:32:37
482,Ola,59.5833,151.2833,37.15,98,100,5.53,RU,2022-06-11 18:32:38
483,Sinazongwe,-17.2614,27.4618,64.04,58,0,5.01,ZM,2022-06-11 18:32:38
484,Poum,-20.2333,164.0167,75.6,80,100,14.36,NC,2022-06-11 18:32:38
485,La Ronge,55.1001,-105.2842,57.45,94,75,3.44,CA,2022-06-11 18:30:49
486,Liuzhou,24.3126,109.3892,74.34,97,91,1.45,CN,2022-06-11 18:32:39
487,Daru,-9.0763,143.2092,77.7,89,100,15.79,PG,2022-06-11 18:32:39
488,Swan River,52.1058,-101.2676,69.69,56,100,5.75,CA,2022-06-11 18:32:40
489,Dalvik,65.9702,-18.5286,46.33,97,100,3.89,IS,2022-06-11 18:32:40
490,Nador,35.174,-2.9287,77.07,64,0,8.05,MA,2022-06-11 18:32:40
491,Mandera,3.9366,41.867,85.86,47,75,23.51,KE,2022-06-11 18:32:41
492,Antsohihy,-14.8796,47.9875,73.63,59,3,11.36,MG,2022-06-11 18:32:41
493,Luanda,-8.8368,13.2343,77.0,69,20,6.91,AO,2022-06-11 18:32:41
494,Dolgoderevenskoye,55.3444,61.3444,53.94,100,20,6.71,RU,2022-06-11 18:32:42
495,Sheregesh,52.9209,87.9869,58.03,97,100,4.72,RU,2022-06-11 18:32:42
496,Ruidoso,33.3317,-105.673,91.96,12,0,9.22,US,2022-06-11 18:32:42
497,Isiro,2.7739,27.616,68.38,83,79,1.63,CD,2022-06-11 18:32:43
498,Pucallpa,-8.3791,-74.5539,78.84,53,40,17.27,PE,2022-06-11 18:32:43
499,Punta Alta,-38.8759,-62.0736,57.45,42,24,8.97,AR,2022-06-11 18:32:43
500,Magole,-6.3667,37.3667,69.57,83,92,2.1,TZ,2022-06-11 18:32:44
501,Kennewick,46.2113,-119.1372,73.42,61,40,11.01,US,2022-06-11 18:33:44
502,Nadym,65.5333,72.5167,60.51,79,100,7.92,RU,2022-06-11 18:33:45
503,Sagone,42.1155,8.6969,81.07,65,0,3.65,FR,2022-06-11 18:33:45
504,Oktyabrskiy,54.4815,53.471,54.34,93,99,6.98,RU,2022-06-11 18:33:45
505,Atherton,53.5237,-2.4935,64.06,65,91,8.99,GB,2022-06-11 18:33:46
506,Green River,41.5286,-109.4662,88.99,18,13,8.01,US,2022-06-11 18:33:46
507,Whitley Bay,55.0397,-1.4471,62.08,61,20,13.8,GB,2022-06-11 18:33:46
508,Santiago Del Estero,-27.7951,-64.2615,67.55,26,2,8.23,AR,2022-06-11 18:33:47
509,Kungurtug,50.5994,97.5228,48.52,51,0,1.7,RU,2022-06-11 18:33:47
510,Basco,20.4487,121.9702,84.11,74,100,3.87,PH,2022-06-11 18:33:47
511,Trofors,65.5333,13.4063,58.12,66,96,3.51,NO,2022-06-11 18:33:49
512,Tambun,-6.2641,107.0712,78.69,89,100,5.03,ID,2022-06-11 18:33:49
513,Kajiado,-1.8524,36.7768,61.3,78,97,13.04,KE,2022-06-11 18:33:49
514,Hun,29.1268,15.9477,83.43,26,0,9.24,LY,2022-06-11 18:33:50
515,Alyangula,-13.8483,136.4192,69.82,64,100,12.93,AU,2022-06-11 18:33:50
516,Newport,51.5877,-2.9984,63.68,71,100,16.55,GB,2022-06-11 18:33:13
517,Campoverde,-8.4753,-74.8058,78.49,43,14,5.86,PE,2022-06-11 18:33:51
518,Birin,26.8865,88.0718,63.46,88,65,4.45,NP,2022-06-11 18:33:51
519,Ahipara,-35.1667,173.1667,58.73,88,100,19.1,NZ,2022-06-11 18:33:51
520,Sanmenxia,34.7747,111.1814,74.32,67,100,3.24,CN,2022-06-11 18:33:52
521,Aksu,41.1231,80.2644,76.33,32,27,10.67,CN,2022-06-11 18:33:52
522,Boa Vista,2.8197,-60.6733,85.98,58,20,4.61,BR,2022-06-11 18:33:52
523,Bonavista,48.6499,-53.1147,57.09,71,100,19.62,CA,2022-06-11 18:33:53
524,Ipixuna,-1.7625,-48.8043,78.51,91,91,2.59,BR,2022-06-11 18:33:53
525,Palmas Bellas,9.2319,-80.0867,84.0,80,100,7.05,PA,2022-06-11 18:33:53
526,Krasnoselkup,65.7,82.4667,65.73,51,100,16.51,RU,2022-06-11 18:32:07
527,Cap-Aux-Meules,47.3821,-61.8597,69.82,60,72,23.02,CA,2022-06-11 18:33:54
528,Yalutorovsk,56.6536,66.3006,55.38,93,100,3.71,RU,2022-06-11 18:33:54
529,Matagami,49.7502,-77.6328,59.11,72,100,8.05,CA,2022-06-11 18:33:54
530,Warangal,18.0,79.5833,89.51,48,56,12.19,IN,2022-06-11 18:33:55
531,Luganville,-15.5333,167.1667,76.59,87,36,2.73,VU,2022-06-11 18:33:55
532,Villa Maria,-32.4075,-63.2402,66.81,34,0,8.86,AR,2022-06-11 18:33:55
533,Linjiang,41.8069,126.9078,52.79,98,29,2.17,CN,2022-06-11 18:33:56
534,Vila Velha,-20.3297,-40.2925,76.95,77,100,14.0,BR,2022-06-11 18:30:51
535,Chegdomyn,51.1167,133.0167,53.33,86,14,2.59,RU,2022-06-11 18:33:56
536,Port Moresby,-9.4431,147.1797,74.62,94,20,3.44,PG,2022-06-11 18:32:24
